flight_number,flight_title,service_provider_name,scheduled_time,departure_time,date
A3 771,Ateena,Aegean Airlines,N/A,N/A,2024-10-27
XQ 497,Antalya,SunExpress - Günes Ekspres Havacilik,03:25,N/A,2024-10-27
TK 3025,Antalya,Turkish Airlines,03:45,N/A,2024-10-27
BT 362,Riia,Air Baltic Corporation,05:30,N/A,2024-10-27
LH 885,Frankfurt,Deutsche Lufthansa,05:55,N/A,2024-10-27
AY 1036,Helsingi,Finnair,06:00,N/A,2024-10-27
LX 1317,Zürich,Swiss,06:05,N/A,2024-10-27
SK 1783,Stockholm (Arlanda),Scandinavian Airlines System (SAS),07:00,N/A,2024-10-27
BT 865,Nice,Air Baltic Corporation,07:10,N/A,2024-10-27
BT 893,Gran Canaria,Air Baltic Corporation,07:25,N/A,2024-10-27
BT 857,Amsterdam (Schiphol),Air Baltic Corporation,07:35,N/A,2024-10-27
HN 3453,Sharm El Sheikh,Heston Airlines,08:00,N/A,2024-10-27
AY 1012,Helsingi,Finnair,08:25,N/A,2024-10-27
BT 815,Oslo,Air Baltic Corporation,08:35,N/A,2024-10-27
LO 790,Varssavi (Chopin),LOT - Polish Airlines,08:55,N/A,2024-10-27
BT 312,Riia,Air Baltic Corporation,08:55,N/A,2024-10-27
AY 1014,Helsingi,Finnair,10:35,N/A,2024-10-27
SK 749,Stockholm (Arlanda),Scandinavian Airlines System (SAS),11:40,N/A,2024-10-27
TK 1422,Istanbul,Turkish Airlines,12:20,N/A,2024-10-27
FR 9914,Barcelona,Ryanair,13:00,N/A,2024-10-27
LH 881,Frankfurt,Deutsche Lufthansa,13:45,N/A,2024-10-27
4M 966,Antalya,Mavi Gök Airlines (MGA),14:00,N/A,2024-10-27
LO 786,Varssavi (Chopin),LOT - Polish Airlines,14:05,N/A,2024-10-27
FR 4623,Stockholm (Arlanda),Ryanair,14:25,N/A,2024-10-27
AY 1020,Helsingi,Finnair,14:40,N/A,2024-10-27
BT 316,Riia,Air Baltic Corporation,15:20,N/A,2024-10-27
AY 1022,Helsingi,Finnair,15:35,N/A,2024-10-27
BT 861,Pariis (Charles De Gaulle),Air Baltic Corporation,15:55,N/A,2024-10-27
AY 1024,Helsingi,Finnair,16:25,N/A,2024-10-27
SK 1745,Stockholm (Arlanda),Scandinavian Airlines System (SAS),16:40,N/A,2024-10-27
BT 851,Brüssel,Air Baltic Corporation,16:45,N/A,2024-10-27
OJ 225,Kärdla,Nyxair,17:00,N/A,2024-10-27
FR 5605,Rooma (Ciampino),Ryanair,17:05,N/A,2024-10-27
AY 1026,Helsingi,Finnair,17:40,N/A,2024-10-27
LH 883,Frankfurt,Deutsche Lufthansa,17:55,N/A,2024-10-27
LO 788,Varssavi (Chopin),LOT - Polish Airlines,18:20,N/A,2024-10-27
OJ 207,Kuressaare,Nyxair,18:30,N/A,2024-10-27
EW 4281,Praha,Eurowings,18:30,N/A,2024-10-27
TK 1424,Istanbul,Turkish Airlines,18:45,N/A,2024-10-27
D8 2011,Oslo,Norwegian Air Sweden AOC,19:30,N/A,2024-10-27
FR 330,Veneetsia-Treviso,Ryanair,19:55,N/A,2024-10-27
FR 4764,Milano (Bergamo),Ryanair,20:25,N/A,2024-10-27
BT 318,Riia,Air Baltic Corporation,21:25,N/A,2024-10-27
W9 5446,London (Luton),Wizz Air UK,21:30,N/A,2024-10-27
AY 1028,Helsingi,Finnair,21:30,N/A,2024-10-27
FR 2224,London (Stansted),Ryanair,22:00,N/A,2024-10-27
AY 1032,Helsingi,Finnair,22:20,N/A,2024-10-27
