flight_number,flight_title,service_provider_name,scheduled_time,departure_time,date
4M 936,Antalya,Mavi Gök Airlines (MGA),04:00,N/A,2024-10-14
XQ 497,Antalya,SunExpress - Günes Ekspres Havacilik,N/A,N/A,2024-10-14
TK 3025,Antalya,Turkish Airlines,N/A,N/A,2024-10-14
BT 362,Riia,Air Baltic Corporation,05:35,N/A,2024-10-14
LO 792,Varssavi (Chopin),LOT - Polish Airlines,05:45,N/A,2024-10-14
AY 1036,Helsingi,Finnair,06:00,N/A,2024-10-14
LX 1317,Zürich,Swiss,06:05,N/A,2024-10-14
LH 885,Frankfurt,Deutsche Lufthansa,06:10,N/A,2024-10-14
SK 1783,Stockholm (Arlanda),Scandinavian Airlines System (SAS),06:50,N/A,2024-10-14
AY 1012,Helsingi,Finnair,06:55,N/A,2024-10-14
BT 885,Rhodos,Air Baltic Corporation,07:10,N/A,2024-10-14
BT 851,Brüssel,Air Baltic Corporation,07:20,N/A,2024-10-14
BT 857,Amsterdam (Schiphol),Air Baltic Corporation,07:30,N/A,2024-10-14
OJ 223,Kärdla,Nyxair,07:30,N/A,2024-10-14
OJ 201,Kuressaare,Nyxair,07:40,N/A,2024-10-14
SK 1771,Stockholm (Arlanda),Scandinavian Airlines System (SAS),07:45,N/A,2024-10-14
BT 312,Riia,Air Baltic Corporation,09:10,N/A,2024-10-14
AY 1014,Helsingi,Finnair,09:55,N/A,2024-10-14
FR 736,Viin,Ryanair,10:40,N/A,2024-10-14
EW 4281,Praha,Eurowings,10:45,N/A,2024-10-14
SK 749,Stockholm (Arlanda),Scandinavian Airlines System (SAS),10:55,N/A,2024-10-14
W4 6446,Milano (Malpensa),Wizz Air Malta,11:15,N/A,2024-10-14
FR 9641,Paphos,Ryanair,11:20,N/A,2024-10-14
FR 9914,Barcelona,Ryanair,11:25,N/A,2024-10-14
FR 2224,London (Stansted),Ryanair,11:30,N/A,2024-10-14
AY 1016,Helsingi,Finnair,11:45,N/A,2024-10-14
D8 2011,Oslo,Norwegian Air Sweden AOC,12:15,N/A,2024-10-14
W9 5446,London (Luton),Wizz Air UK,12:30,N/A,2024-10-14
TK 1422,Istanbul,Turkish Airlines,12:35,N/A,2024-10-14
FR 5694,Dublin,Ryanair,12:45,N/A,2024-10-14
LH 2405,München,Deutsche Lufthansa,12:55,N/A,2024-10-14
AY 1018,Helsingi,Finnair,12:55,N/A,2024-10-14
LH 881,Frankfurt,Deutsche Lufthansa,13:50,N/A,2024-10-14
SK 1773,Stockholm (Arlanda),Scandinavian Airlines System (SAS),13:55,N/A,2024-10-14
BT 821,Berliin,Air Baltic Corporation,14:10,N/A,2024-10-14
LO 786,Varssavi (Chopin),LOT - Polish Airlines,14:20,N/A,2024-10-14
SK 1787,Kopenhaagen,Scandinavian Airlines System (SAS),14:30,N/A,2024-10-14
AY 1020,Helsingi,Finnair,14:55,N/A,2024-10-14
HOT 3441,Faro,Valletta Airlines,15:00,N/A,2024-10-14
BT 314,Riia,Air Baltic Corporation,15:20,N/A,2024-10-14
BT 861,Pariis (Charles De Gaulle),Air Baltic Corporation,15:55,N/A,2024-10-14
AY 1022,Helsingi,Finnair,16:35,N/A,2024-10-14
SK 1745,Stockholm (Arlanda),Scandinavian Airlines System (SAS),16:35,N/A,2024-10-14
BT 849,Split,Air Baltic Corporation,16:45,N/A,2024-10-14
OJ 225,Kärdla,Nyxair,17:00,N/A,2024-10-14
AY 1024,Helsingi,Finnair,17:20,N/A,2024-10-14
FR 5605,Rooma (Ciampino),Ryanair,18:15,N/A,2024-10-14
LH 883,Frankfurt,Deutsche Lufthansa,18:25,N/A,2024-10-14
LO 788,Varssavi (Chopin),LOT - Polish Airlines,18:30,N/A,2024-10-14
OJ 207,Kuressaare,Nyxair,18:30,N/A,2024-10-14
TK 1424,Istanbul,Turkish Airlines,19:40,N/A,2024-10-14
FR 4764,Milano (Bergamo),Ryanair,19:40,N/A,2024-10-14
BT 906,Vilnius,Air Baltic Corporation,19:45,N/A,2024-10-14
SK 1749,Stockholm (Arlanda),Scandinavian Airlines System (SAS),19:55,N/A,2024-10-14
AY 1028,Helsingi,Finnair,20:00,N/A,2024-10-14
FR 9433,Billund,Ryanair,20:20,N/A,2024-10-14
BT 318,Riia,Air Baltic Corporation,21:40,N/A,2024-10-14
AY 1032,Helsingi,Finnair,22:20,N/A,2024-10-14
