flight_number,flight_title,service_provider_name,scheduled_time,departure_time,date
XQ 497,Antalya,SunExpress - Günes Ekspres Havacilik,N/A,N/A,2025-10-11
FH 732,Antalya,Freebird Airlines,N/A,N/A,2025-10-11
U5 7103,Sharm El Sheikh,SkyUp MT,N/A,N/A,2025-10-11
STM 3461,Antalya,Skystream Airlines,05:40,N/A,2025-10-11
BT 362,Riia,Air Baltic Corporation,05:40,N/A,2025-10-11
LO 792,Varssavi (Chopin),LOT - Polish Airlines,05:45,N/A,2025-10-11
BT 891,Palma De Mallorca,Air Baltic Corporation,06:00,N/A,2025-10-11
LX 1317,Zürich,Swiss,06:00,N/A,2025-10-11
AY 1036,Helsingi,Finnair,06:00,N/A,2025-10-11
LH 885,Frankfurt,Deutsche Lufthansa,06:00,N/A,2025-10-11
SK 1771,Stockholm (Arlanda),Scandinavian Airlines System (SAS),06:25,N/A,2025-10-11
SK 1791,Kopenhaagen,Scandinavian Airlines System (SAS),06:25,N/A,2025-10-11
AY 1012,Helsingi,Finnair,06:30,N/A,2025-10-11
BT 857,Amsterdam,Air Baltic Corporation,07:30,N/A,2025-10-11
BT 312,Riia,Air Baltic Corporation,08:35,N/A,2025-10-11
OJ 223,Kärdla,Nyxair,09:15,N/A,2025-10-11
OJ 201,Kuressaare,Nyxair,10:05,N/A,2025-10-11
FR 9914,Barcelona,Ryanair,11:45,N/A,2025-10-11
AY 1018,Helsingi,Finnair,12:55,N/A,2025-10-11
BT 877,Barcelona,Air Baltic Corporation,13:15,N/A,2025-10-11
BT 316,Riia,Air Baltic Corporation,13:55,N/A,2025-10-11
BT 859,Amsterdam,Air Baltic Corporation,14:05,N/A,2025-10-11
SK 1745,Stockholm (Arlanda),Scandinavian Airlines System (SAS),14:20,N/A,2025-10-11
LO 786,Varssavi (Chopin),LOT - Polish Airlines,14:20,N/A,2025-10-11
LH 881,Frankfurt,Deutsche Lufthansa,14:25,N/A,2025-10-11
4M 960,Antalya,Mavi Gök Airlines (MGA),14:50,N/A,2025-10-11
FR 4623,Stockholm (Arlanda),Ryanair,14:50,N/A,2025-10-11
AY 1020,Helsingi,Finnair,14:55,N/A,2025-10-11
BT 314,Riia,Air Baltic Corporation,15:35,N/A,2025-10-11
HOT 3471,Heraklion,Valletta Airlines,15:40,N/A,2025-10-11
SK 1787,Kopenhaagen,Scandinavian Airlines System (SAS),15:45,N/A,2025-10-11
AY 1026,Helsingi,Finnair,16:05,N/A,2025-10-11
BT 871,London (Gatwick),Air Baltic Corporation,17:00,N/A,2025-10-11
AY 1024,Helsingi,Finnair,17:20,N/A,2025-10-11
BT 879,Malaga,Air Baltic Corporation,18:05,N/A,2025-10-11
LO 788,Varssavi (Chopin),LOT - Polish Airlines,18:25,N/A,2025-10-11
E4 516,München,Enter Air,19:10,N/A,2025-10-11
TK 1424,Istanbul,Turkish Airlines,19:35,N/A,2025-10-11
BT 889,Malta,Air Baltic Corporation,20:35,N/A,2025-10-11
BT 318,Riia,Air Baltic Corporation,21:45,N/A,2025-10-11
AY 1032,Helsingi,Finnair,22:20,N/A,2025-10-11
