flight_number,flight_title,service_provider_name,scheduled_time,departure_time,date
W6 2424,Budapest,Wizz Air Hungary,N/A,N/A,2026-08-27
W4 6768,Veneetsia (Marco Polo),Wizz Air Malta,N/A,N/A,2026-08-27
AY 1014,Helsingi,Finnair,10:55,N/A,2026-08-27
SK 1797,Kopenhaagen,Scandinavian Airlines System (SAS),11:20,N/A,2026-08-27
SK 749,Stockholm (Arlanda),Scandinavian Airlines System (SAS),11:35,N/A,2026-08-27
AY 1016,Helsingi,Finnair,12:50,N/A,2026-08-27
LH 881,Frankfurt,Deutsche Lufthansa,13:55,N/A,2026-08-27
BT 314,Riia,Air Baltic Corporation,14:00,N/A,2026-08-27
BT 859,Amsterdam - Schiphol,Air Baltic Corporation,14:05,N/A,2026-08-27
LO 786,Varssavi (Chopin),LOT - Polish Airlines,14:20,N/A,2026-08-27
W6 1366,Varssavi (Chopin),Wizz Air Hungary,14:20,N/A,2026-08-27
AY 1018,Helsingi,Finnair,14:40,N/A,2026-08-27
FR 4611,Stockholm (Arlanda),Ryanair,14:45,N/A,2026-08-27
SK 1787,Kopenhaagen,Scandinavian Airlines System (SAS),15:50,N/A,2026-08-27
SK 1745,Stockholm (Arlanda),Scandinavian Airlines System (SAS),16:00,N/A,2026-08-27
AY 1024,Helsingi,Finnair,16:10,N/A,2026-08-27
AY 1020,Helsingi,Finnair,16:40,N/A,2026-08-27
BT 871,London (Gatwick),Air Baltic Corporation,17:00,N/A,2026-08-27
OJ 225,Kärdla,Nyxair,17:00,N/A,2026-08-27
AY 1022,Helsingi,Finnair,17:20,N/A,2026-08-27
FR 2224,London (Stansted),Ryanair,17:30,N/A,2026-08-27
W6 2046,Kraków,Wizz Air Hungary,17:30,N/A,2026-08-27
BT 316,Riia,Air Baltic Corporation,17:45,N/A,2026-08-27
LH 883,Frankfurt,Deutsche Lufthansa,18:00,N/A,2026-08-27
LO 788,Varssavi (Chopin),LOT - Polish Airlines,18:40,N/A,2026-08-27
BT 823,München,Air Baltic Corporation,19:10,N/A,2026-08-27
TK 1424,Istanbul,Turkish Airlines,19:40,N/A,2026-08-27
SK 1749,Stockholm (Arlanda),Scandinavian Airlines System (SAS),20:20,N/A,2026-08-27
BT 906,Vilnius,Air Baltic Corporation,20:35,N/A,2026-08-27
AY 1028,Helsingi,Finnair,21:20,N/A,2026-08-27
BT 318,Riia,Air Baltic Corporation,21:30,N/A,2026-08-27
FR 9914,Barcelona,Ryanair,22:35,N/A,2026-08-27
AY 1032,Helsingi,Finnair,23:15,N/A,2026-08-27
